id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35049642,3 minutes walk from Akasaka station! Non smoking Double room,260508434,ｲﾁﾎﾃﾙ赤坂,,Minato Ku,35.66974,139.73902,Private room,19951,1,13,2020-02-28,1.25,3,0
35049826,"【MONTHLY】4MINS FROM OKUBO, NEXT TO SHINJUKU!!!",253964116,Plays,,Shinjuku Ku,35.70378,139.69663,Entire home/apt,8045,30,2,2020-02-19,0.28,2,247
35063696,"Near Shinjuku,Shibuya,Roppongi 110㎡ 5bedroom MAX12",228108540,Akira,,Shinjuku Ku,35.71283,139.68291,Entire home/apt,28853,5,25,2020-02-12,2.34,1,1
35068494,NewOpen/4BR/5beds/FREE WIFI/Quiet/8ppl/EN JP CN/,59308609,Austin,,Toshima Ku,35.72683,139.73529,Entire home/apt,30033,2,17,2020-03-15,1.87,1,160
35068541,"完全個室です!!池袋まで電車で約15分!
交通の便は良し!
宿泊費を抑えたい人にｵｽｽﾒ(^^)
M",239517747,大庭高平,,Higashikurume Shi,35.7553,139.54409,Entire home/apt,3957,2,20,2020-02-23,1.94,4,89
35069293,ひばりが丘駅 池袋から電車で15分,239517747,大庭高平,,Higashikurume Shi,35.75505,139.54421,Private room,3530,2,1,2019-07-19,0.10,4,172
35069937,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/102,263837597,Junko,,Sumida Ku,35.71048,139.81793,Entire home/apt,99967,2,25,2020-01-11,2.64,11,333
35070357,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/201,263837597,Junko,,Sumida Ku,35.71088,139.81745,Entire home/apt,99967,2,33,2020-03-30,4.29,11,362
35070797,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/301,263837597,Junko,,Sumida Ku,35.70882,139.81711,Entire home/apt,99967,2,30,2020-03-29,2.78,11,362
35071132,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/401,263837597,Junko,,Sumida Ku,35.70915,139.81618,Entire home/apt,99967,2,22,2020-03-11,2.31,11,362
35071237,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/203,263837597,Junko,,Sumida Ku,35.70942,139.81597,Entire home/apt,99967,2,27,2020-03-28,4.03,11,362
35071474,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/303,263837597,Junko,,Sumida Ku,35.70964,139.81768,Entire home/apt,99967,2,25,2020-03-29,2.98,11,362
35071565,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/403,263837597,Junko,,Sumida Ku,35.71045,139.81629,Entire home/apt,99967,2,28,2020-03-30,2.68,11,364
35071699,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/302,263837597,Junko,,Sumida Ku,35.70913,139.81637,Entire home/apt,99967,2,22,2020-04-08,2.54,11,333
35071912,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/402,263837597,Junko,,Sumida Ku,35.70972,139.81723,Entire home/apt,99967,2,23,2020-03-29,3.14,11,362
35072021,6min Sta&SKYTREE!!/FREE Wi-Fi/MAX4ppl/202,263837597,Junko,,Sumida Ku,35.71077,139.81648,Entire home/apt,99967,2,22,2020-03-18,2.22,11,309
35080422,南千住UENO10分ASAKUSA10分AKIHABARA15分Pickupfree!8people,44079764,剛聡,,Arakawa Ku,35.73801,139.79534,Entire home/apt,25028,1,31,2020-02-17,2.78,6,281
35082824,"COD: 8min from Shinjuku St, new hotel for 2 people",260998646,Bampky,,Shinjuku Ku,35.69516,139.69824,Hotel room,15017,1,3,2019-07-30,0.30,5,58
35093883,Real Japanese life in Asakusa(don't miss it!!),80623118,Kaneko,,Taito Ku,35.71478,139.80118,Entire home/apt,48053,1,10,2019-09-10,0.90,20,137
35095154,☆New Year Sale☆ 6 mins walk to JR IKEBUKURO Sta.!,29966538,Ostay-Jennie,,Toshima Ku,35.72409,139.71251,Entire home/apt,30033,1,6,2020-02-16,0.57,42,363
35095474,☆New Year Sale☆ 6 mins walk to JR IKEBUKURO Sta.!,29966538,Ostay-Jennie,,Toshima Ku,35.7244,139.7129,Entire home/apt,30033,1,6,2020-02-12,0.64,42,358
35098805,1Fa New AP Tluxury  /loft up to 1 Near  Free WiFi,215287452,Houseinn,,Shinjuku Ku,35.69801,139.7043,Entire home/apt,49984,1,33,2020-02-29,3.33,18,0
35099298,【MONTHLY】FURNISHED HOUSE 2 FLOORS NEAR ASAKUSA!!,207678940,Plays,,Sumida Ku,35.72106,139.8157,Entire home/apt,12013,30,0,,,4,363
35103185,New luxury house/2BR/70m2/4min shibuya/nr shinjuku,264424685,Kensuke,,Setagaya Ku,35.65498,139.67501,Entire home/apt,16044,1,43,2020-03-22,3.97,1,331
35103349,Tokyo Sky Tree! Big Traditional Japanese House!,42244167,Hiro,,Sumida Ku,35.70764,139.81038,Entire home/apt,19951,2,28,2020-03-21,2.83,46,242
35107845,"Made in Japan Experience, just 6mins to Shinjuku",127439625,Tatsu,,Nakano Ku,35.69869,139.66924,Entire home/apt,15017,1,36,2020-04-26,3.48,2,122
35128490,Japanese style with high quality residence,71920606,Ying,,Kita Ku,35.73419,139.75735,Entire home/apt,23812,1,20,2020-02-03,1.90,34,181
35131844,-Central Tokyo- Enjoy Group & Family stay in Tokyo,225641029,Genzo,,Chuo Ku,35.67825,139.7776,Entire home/apt,20001,1,15,2020-03-15,1.46,7,176
35132350,Dormitory Room◇Busouan Library & Hostel◇,235322059,武相庵,,Machida Shi,35.54176,139.45044,Hotel room,3530,1,1,2019-10-02,0.14,7,176
35132451,A revitalizing stay in Tokyo ! Non-smorking Superior twin room,260500960,ﾘﾘｰﾌﾌﾟﾚﾐｱﾑ羽田空港,,Ota Ku,35.55117,139.73897,Private room,20001,1,0,,,7,41
35132452,A revitalizing stay in Tokyo ! Non-smorking Deluxe twin room,260500960,ﾘﾘｰﾌﾌﾟﾚﾐｱﾑ羽田空港,,Ota Ku,35.55106,139.73927,Private room,19951,1,1,2019-09-01,0.12,7,0
35132453,A revitalizing stay in Tokyo ! Non-smorking Deluxe double room,260500960,ﾘﾘｰﾌﾌﾟﾚﾐｱﾑ羽田空港,,Ota Ku,35.55277,139.73914,Private room,20001,1,3,2020-03-08,0.32,7,301
35132454,A revitalizing stay in Tokyo ! Non-smorking hollywood twin room,260500960,ﾘﾘｰﾌﾌﾟﾚﾐｱﾑ羽田空港,,Ota Ku,35.55096,139.74062,Private room,20001,1,1,2019-10-18,0.15,7,80
35132455,A revitalizing stay in Tokyo ! Non-smorking twin room,260500960,ﾘﾘｰﾌﾌﾟﾚﾐｱﾑ羽田空港,,Ota Ku,35.55113,139.73896,Private room,20001,1,0,,,7,301
35132457,A revitalizing stay in Tokyo ! Non-smorking double room,260500960,ﾘﾘｰﾌﾌﾟﾚﾐｱﾑ羽田空港,,Ota Ku,35.55164,139.73911,Private room,20001,1,3,2020-01-10,0.30,7,301
35132459,A revitalizing stay in Tokyo ! Non-smorking single room,260500960,ﾘﾘｰﾌﾌﾟﾚﾐｱﾑ羽田空港,,Ota Ku,35.55252,139.73929,Private room,20001,1,3,2019-10-30,0.30,7,156
35133101,Compact Room for man◇Busouan Library & Hostel◇,235322059,武相庵,,Machida Shi,35.54169,139.4491,Hotel room,4492,1,1,2019-09-20,0.13,7,176
35133384,Compact Twin Room◇Busouan Library & Hostel◇,235322059,武相庵,,Machida Shi,35.54142,139.45014,Hotel room,4492,1,1,2019-09-28,0.14,7,161
35133647,Standard Single Room◇Busouan Library & Hostel◇,235322059,武相庵,,Machida Shi,35.5415,139.44846,Hotel room,6738,1,0,,,7,142
35133921,Twin Standard Room ◇Busouan Library & Hostel◇,235322059,武相庵,,Machida Shi,35.54186,139.44843,Hotel room,11017,1,1,2020-03-01,0.50,7,145
35134454,KoKoTamaya  Private Room for 3,188273642,Guesthouse KOKOTAMAYA,,Kunitachi Shi,35.67856,139.45023,Private room,3957,1,0,,,3,119
35135434,Compact Room◇Busouan Library & Hostel◇,235322059,武相庵,,Machida Shi,35.54116,139.44936,Hotel room,4492,1,0,,,7,176
35135855,Compact Room for  woman◇Busouan Library&Hostel◇,235322059,武相庵,,Machida Shi,35.54308,139.44993,Hotel room,4492,1,0,,,7,176
35136114,★Shinjuku sta. 4mins★near Higashinakano sta.,50632960,さくら,,Nakano Ku,35.70454,139.68267,Entire home/apt,14974,1,0,,,4,295
35136155,DM6)The Center of SHINJUKU*Free Pocket WIfi*,228838439,Domo,,Shinjuku Ku,35.69539,139.70359,Entire home/apt,9975,1,39,2020-04-14,3.60,12,329
35136678,★Ikebukuro sta. 15mins★near Fujimidai sta.,50632960,さくら,,Nakano Ku,35.73463,139.62976,Entire home/apt,9947,1,35,2020-04-20,3.40,4,214
35136958,立地最高｡交通･買い物にとっても便利｡108,254667806,新東明,,Shinjuku Ku,35.69872,139.70341,Private room,6007,2,32,2019-12-30,2.99,9,0
35137513,Nomad Hostel Classic / Semi-Private #9,228133407,Nomad,,Sumida Ku,35.70485,139.79946,Shared room,1716,3,7,2020-03-13,1.15,35,102
35138004,Nomad Hostel Classic / Semi-Private #3,228133407,Nomad,,Sumida Ku,35.70558,139.79994,Shared room,1716,3,3,2020-03-30,0.42,35,125
35138286,Nomad Hostel Classic / Semi-Private #10,228133407,Nomad,,Sumida Ku,35.70486,139.80161,Shared room,1716,3,4,2020-03-22,0.61,35,125
35138591,Nomad Hostel Classic / Semi-Private #14,228133407,Nomad,,Sumida Ku,35.7066,139.80037,Shared room,1716,3,3,2020-02-17,0.73,35,125
35138815,1 stop to Shinjuku sta  Free WiFi One-701,264412540,Sarah,,Shinjuku Ku,35.69494,139.69022,Entire home/apt,12013,1,5,2020-01-03,0.91,10,179
35138929,"JR Yamanote Line! Ikebukuro 7min, Ueno 10min!",264661114,Yuka,,Kita Ku,35.7359,139.75247,Entire home/apt,9975,1,1,2020-01-03,0.26,2,363
35139098,YADOYA C Senno MORI Central Asakusa near river,176875986,Yadoya,,Taito Ku,35.7173,139.80097,Entire home/apt,40008,1,15,2020-02-06,1.55,26,192
35139744,YADOYA A Senno SATO Central Asakusa near river,176875986,Yadoya,,Taito Ku,35.71536,139.80233,Entire home/apt,29948,1,19,2020-02-24,1.96,26,247
35141547,【ROOM404】SHIBUYA AREA! 5MIN STN! MAX 4PPL! 1R 25㎡!,207693509,Megumi,,Shibuya Ku,35.65992,139.69642,Entire home/apt,15982,1,17,2020-03-09,1.64,13,180
35141799,YADOYA B Senno KAZE Central Asakusa near river,176875986,Yadoya,,Taito Ku,35.71691,139.80045,Entire home/apt,30033,1,16,2020-02-09,1.57,26,250
35141964,near Shinjuku/shibuya. built with taste. spacious,177763316,ｶﾝｷ,,Shibuya Ku,35.68357,139.68387,Entire home/apt,49769,1,26,2020-03-03,2.79,1,170
35146349,NEW★ Bright Parkside Apt. - JR 8min to Shinjuku!,93981980,Takumi,,Toshima Ku,35.73309,139.73199,Entire home/apt,15017,2,13,2020-01-31,1.19,10,87
35149360,Monthly  apartment  Tokyo-convenient,44607845,Shin,,Shinjuku Ku,35.68515,139.71981,Entire home/apt,9439,30,0,,,3,98
35162726,[8PAX]JR 7mins/Sunshine City 10mins/House/WiFi,162970600,Taka,,Toshima Ku,35.73422,139.72359,Entire home/apt,15017,1,25,2020-03-21,2.41,6,115
35166517,BookTeaBed Shinjuku-Gyoen Standard,257435439,村上,,Shinjuku Ku,35.68933,139.71302,Private room,24992,1,0,,,14,85
35167008,1 stop to Shinjuku sta  WiFi one-704,264412540,Sarah,,Shinjuku Ku,35.6963,139.69145,Entire home/apt,12013,1,22,2020-04-19,3.10,10,179
35168229,★ome-time★First 20 people with souvenirs★,264836717,青梅,,Ome Shi,35.78855,139.25833,Entire home/apt,11979,1,30,2020-04-14,2.91,1,115
35168400,SUITE INN NIPPORI(ｽｳｨｰﾄ ｲﾝ 日暮里)ﾃﾚﾜｰｸ日帰りﾌﾟﾗﾝなどご相談下さい,264861612,勝哉,,Arakawa Ku,35.72913,139.7736,Entire home/apt,24992,1,40,2020-01-22,3.81,2,151
35168602,Beautifully designed house by awarded architect,264855192,Bird,,Nakano Ku,35.71236,139.66739,Entire home/apt,25028,2,18,2020-02-23,1.80,1,148
35169816,Ueno area! Direct to best areas! 3 sta/2min to sta,183877565,UI Home Company,,Taito Ku,35.72641,139.76643,Entire home/apt,22954,1,11,2020-02-22,1.68,31,181
35170106,1 stop to Shinjuku sta  WiFi one-203,264412540,Sarah,,Shinjuku Ku,35.69632,139.69013,Entire home/apt,12013,1,16,2020-03-02,1.70,10,179
35170151,Nomad Hostel Classic / Semi-Private #13,228133407,Nomad,,Sumida Ku,35.7069,139.80013,Shared room,1716,3,3,2020-03-03,0.72,35,125
35170371,Nomad Hostel Classic / Semi-Private #12,228133407,Nomad,,Sumida Ku,35.7051,139.79942,Shared room,1716,3,3,2020-01-20,0.53,35,113
35171201,1 stop to Shinjuku sta  WiFi one-301,264412540,Sarah,,Shinjuku Ku,35.69481,139.68999,Entire home/apt,12013,1,14,2020-04-15,1.60,10,179
35174651,Female 6Beds Dormitory Room@Family & bAKpAK Hostel,239214145,F&B,,Taito Ku,35.72449,139.79216,Hotel room,3540,2,0,,,9,0
35174833,EBISU#5F/New build/Near Shibuya､Meguro,232836811,Youjiang,,Shibuya Ku,35.64719,139.71993,Entire home/apt,10482,1,31,2020-04-05,2.87,46,1
35174884,10 Beds Dormitory Room@Family & bAKpAK Hostel,239214145,F&B,,Taito Ku,35.72487,139.79206,Hotel room,3540,2,0,,,9,1
35175020,Antivirus cleaning Spring SALE!!羽田空港から14分｡渋谷･新宿ｴﾘｱ,254001139,Yoko,,Shinagawa Ku,35.5992,139.73514,Entire home/apt,8022,2,29,2020-02-10,2.69,5,98
35175753,1 stop to Shinjuku sta WiFi two-803,151510730,林,,Shinjuku Ku,35.69533,139.69041,Entire home/apt,12013,1,38,2020-04-21,3.44,15,162
35199811,Ikebukuro 15min! Near Tokyo Dome,265051449,Yuka,,Bunkyo Ku,35.71816,139.75145,Entire home/apt,9947,1,9,2020-02-13,1.00,2,179
35203162,BookTeaBed Shinjuku-Gyoen Standard2,257435439,村上,,Shinjuku Ku,35.68938,139.71255,Private room,24992,1,1,2019-09-16,0.13,14,85
35203177,BookTeaBed Shinjuku-Gyoen Standard3,257435439,村上,,Shinjuku Ku,35.68832,139.71235,Private room,24992,1,0,,,14,85
35203198,BookTeaBed Shinjuku-Gyoen Standard4,257435439,村上,,Shinjuku Ku,35.68858,139.71246,Private room,24992,1,0,,,14,85
35203199,Tidy 2 Double Bed Room in Shinjuku / Free WiFi,265076247,Irene,,Shinjuku Ku,35.69919,139.70617,Entire home/apt,15017,1,44,2020-04-05,4.44,1,19
35203212,BookTeaBed Shinjuku-Gyoen Standard5,257435439,村上,,Shinjuku Ku,35.68783,139.71175,Private room,24992,1,0,,,14,85
35203225,BookTeaBed Shinjuku-Gyoen Standard6,257435439,村上,,Shinjuku Ku,35.68987,139.71101,Private room,24992,1,0,,,14,85
35203238,BookTeaBed Shinjuku-Gyoen Standard7,257435439,村上,,Shinjuku Ku,35.68798,139.71236,Private room,24992,1,0,,,14,85
35203254,BookTeaBed Shinjuku-Gyoen Standard8,257435439,村上,,Shinjuku Ku,35.68974,139.71317,Private room,24992,1,0,,,14,85
35203285,BookTeaBed Shinjuku-Gyoen Standard9,257435439,村上,,Shinjuku Ku,35.68931,139.71106,Private room,24992,1,0,,,14,85
35203785,Cozy apartment in Ikebukuro Area #1,247335193,峰,,Toshima Ku,35.72116,139.71358,Entire home/apt,8045,1,13,2020-03-05,1.24,7,106
35203957,"JR Yamote walk 7 mins, House 2 floor, max 8 ppl#",247335193,峰,,Toshima Ku,35.72798,139.73224,Entire home/apt,19951,5,12,2020-02-01,1.15,7,64
35204077,Hotel La Firenze  [DX Ladies No smoking twin],229337566,ﾎﾃﾙ ﾗ ﾌｨﾚﾝﾂｪ,,Adachi Ku,35.80636,139.8003,Hotel room,6952,1,0,,,8,170
35204083,"Nice designed,cozy Loft  Shinjuku Area, sta 1mins",247335193,峰,,Shinjuku Ku,35.70135,139.69657,Entire home/apt,30033,2,18,2020-01-16,1.73,7,55
35204697,Urban Chic Apartment near Shinjuku / Free Wi-Fi,265091766,Zelia,,Shinjuku Ku,35.70127,139.70438,Entire home/apt,12550,1,8,2020-02-11,0.81,1,53
35204853,tatami room/wifi coverage/fully equipped,232836811,Youjiang,,Itabashi Ku,35.76238,139.69968,Entire home/apt,5990,1,14,2020-02-12,1.32,46,156
35205555,Shinjuku Shin Okubo exquisite house Max4 ppl /kim1,251671852,Amazing,,Shinjuku Ku,35.69924,139.70373,Entire home/apt,11048,1,9,2020-03-01,0.99,7,177
35205953,Private Simple Double room in Shinjuku / Free WiFi,265099210,Amy,,Shinjuku Ku,35.69973,139.69603,Entire home/apt,3003,1,11,2020-01-23,1.05,3,87
35207073,NEST HATAGAYA #1: Stylish Apt 4min from Sta.,918551,Ryo,,Shibuya Ku,35.67764,139.68051,Entire home/apt,12979,1,28,2020-01-12,2.75,3,95
35208138,Reasonable Bunk Bed Private Room / Free WiFi,265099210,Amy,,Shinjuku Ku,35.70101,139.69721,Entire home/apt,6524,1,6,2020-03-17,0.59,3,95
35210929,Private Simple Double room in Shinjuku / Free WiFi,265099210,Amy,,Shinjuku Ku,35.70067,139.69748,Entire home/apt,3218,1,14,2020-02-04,1.31,3,126
35211086,【MONTHLY】 JAPANESE STYLE HOME FOR 6! IKEBUKURO!,256386091,Plays,,Kita Ku,35.74557,139.7233,Entire home/apt,5470,30,2,2020-02-04,0.34,2,317
35213228,Akihabara 12min|DirectAirport|PrivateRoom|Max5|102,38047329,Ruiko,,Taito Ku,35.70371,139.78268,Private room,9010,1,18,2020-04-08,1.78,33,264
35216949,"Shinokubo, Shinjuku Studio Apartment, Free Wifi!",262145598,靏岡,,Shinjuku Ku,35.6998,139.70106,Entire home/apt,9010,1,7,2020-02-13,0.68,1,89
35218089,(302)大森駅徒歩10分分羽田空港ﾀｸｼｰ15分新宿渋谷電車20分,162741548,Kinu,,Ota Ku,35.58201,139.72583,Private room,3540,5,1,2019-09-19,0.13,3,0
35221513,"Ueno 2 mins, max for 11 ppl, cozy house-free wifi",265197474,Andy,,Taito Ku,35.72627,139.78292,Entire home/apt,24992,2,24,2020-02-21,2.27,2,0
35236016,10 PRV ROOMS! SKYTREE/ASAKUSA! 10MIN TO STN! 16PPL,262337485,Plays,,Katsushika Ku,35.73525,139.8513,Entire home/apt,45029,1,25,2020-03-22,2.43,2,174
35236787,H2O Stay Umeyashiki House,58033573,H2O Stay,,Ota Ku,35.56882,139.73266,Entire home/apt,49949,2,17,2020-03-31,1.80,15,42
35237374,Fully Renovated House☆75sqm/12ppl/2min station,6378336,Haru,,Nakano Ku,35.72028,139.65367,Entire home/apt,200011,1,7,2019-12-14,0.76,15,117
35237681,Ikebukuro 7 min! JR Yamanote Line only 5 min walk!,264661114,Yuka,,Kita Ku,35.73768,139.7527,Entire home/apt,9947,1,8,2020-02-28,0.75,2,364
35237996,"Toshimaen, the only-local-known good place♪",56566876,Lai,,Nerima Ku,35.74376,139.64947,Private room,5027,2,16,2020-03-26,1.52,6,180
35241609,Cozy apartment in Ikebukuro Area #2,247335193,峰,,Toshima Ku,35.72317,139.71335,Entire home/apt,8045,1,25,2020-03-12,2.47,7,77
35241752,Cozy apartment in Ikebukuro Area #3,247335193,峰,,Toshima Ku,35.72255,139.71125,Entire home/apt,8045,1,16,2020-01-29,1.51,7,100
35242419,Cozy apartment in Ikebukuro Area #4,247335193,峰,,Toshima Ku,35.7221,139.71273,Entire home/apt,8045,1,19,2020-03-10,1.76,7,95
35242644,NEAR HANEDA! YAGUCHINOWATSHI 1MIN! 8PPL! 2LDK 49㎡,265340936,Plays,,Ota Ku,35.56065,139.69968,Entire home/apt,8022,1,9,2020-03-09,0.85,2,156
35244724,Akihabara Inn Family Rooms,255878530,Rumi,,Taito Ku,35.70416,139.77534,Private room,30033,1,0,,,2,0
35248732,B03☆Guest room/Shinjuku center/4min STA/Free Wifi!,136876983,Kaoru,,Shinjuku Ku,35.70274,139.69826,Entire home/apt,11477,1,33,2020-04-06,3.06,3,287
35254883,"女性限定)30 minutes to shinjuku,akihabara,tokyo",12009512,Mu,,Kita Ku,35.75316,139.73336,Private room,2032,2,5,2020-01-06,0.49,1,87
35317585,Super Bright & Eclectic 2 Floor Penthouse: Azabu,243797363,Nori @ IntheHood,,Minato Ku,35.6561,139.74384,Entire home/apt,17969,2,9,2020-03-06,0.90,3,84
35318404,【押上】ﾙｰﾌﾄｯﾌﾟから東京ｽｶｲﾂﾘｰを一望☆お花見ｼｰｽﾞﾝにもﾊﾞｯﾁﾘ◎!,254865885,Naho,,Sumida Ku,35.7141,139.81568,Entire home/apt,12013,1,11,2020-01-18,1.16,3,0
35320829,【Grayish】6min Sta. Modern Apt☆FreePocketWIFI#201,207047079,Nao,,Ota Ku,35.57554,139.73502,Entire home/apt,100005,2,41,2020-04-13,3.97,7,348
35321305,【West Coast】6min Sta. Modern Apt☆FreePocketWIFI#22,207047079,Nao,,Ota Ku,35.57556,139.73346,Entire home/apt,100005,2,45,2020-03-07,4.30,7,355
35321645,"New! Hotel Quality, Ginza area·5min to stn#Max6",213268738,浩悦,,Chuo Ku,35.67174,139.77394,Entire home/apt,28023,2,33,2020-03-29,3.33,11,0
35321842,【Colorful】6min Sta. Modern Apt☆FreePocketWIFI#36,207047079,Nao,,Ota Ku,35.57521,139.73397,Entire home/apt,100005,2,34,2020-04-20,3.34,7,347
35322492,"New! Hotel Quality, Ginza area·5min to stn#Max3",213268738,浩悦,,Chuo Ku,35.67314,139.77279,Entire home/apt,19038,2,15,2020-04-11,2.57,11,44
35323117,1min to ASAKUSA : Great location + FreeWIFI#703,243774055,Matsuri,,Taito Ku,35.70384,139.79212,Entire home/apt,99967,2,31,2020-03-15,3.29,7,330
35323989,9/1-10/31 OPENINGSALE ｶｰｻ中目黒RoomB(女性限定 LadiesOnly),265965182,Hayashi,,Meguro Ku,35.64296,139.69715,Hotel room,4827,2,19,2020-02-24,2.42,2,0
35324306,"Single room, Private room,Near Tokyo Disneyland,",101837159,Kokoro House Tokyo,,Edogawa Ku,35.66775,139.86065,Private room,3540,1,16,2020-01-30,1.70,7,0
35324705,【お子様連れ大歓迎♪】和室で日本を感じる豊島園民泊【夫婦でお出迎え】,56566876,Lai,,Nerima Ku,35.74324,139.64943,Private room,5990,2,14,2020-02-12,1.32,6,180
35325386,G5: 10 mins. Shinjuku Comfortable Entire Place,265970848,Tasuku,,Shinjuku Ku,35.6996,139.68959,Entire home/apt,9975,1,17,2020-02-12,1.71,7,307
35325433,立地最高!駅近･買い物便利!改装したばかりの綺麗な和室です｡105,254667806,新東明,,Shinjuku Ku,35.70024,139.70367,Private room,8045,2,24,2020-01-25,2.22,9,41
35325794,"Nearest Sta 4mins!Nr Ikebukuro,Shinjuku,Shibuya!",210081038,Kota,,Toshima Ku,35.71458,139.71597,Entire home/apt,5455,2,23,2020-01-15,2.12,14,114
35326196,9/1-10/31 OPENINGSALE ｶｰｻ中目黒RoomA(女性限定 LadiesOnly),265965182,Hayashi,,Meguro Ku,35.64292,139.69917,Private room,4290,2,21,2020-02-25,2.88,2,0
35326244,立地最高!駅近･買い物便利!改装したばかりの綺麗な和室です｡104,254667806,新東明,,Shinjuku Ku,35.69805,139.70403,Private room,8045,2,28,2020-02-17,2.75,9,44
35326833,"Airy, Comfortable in Shinjuku / Free WiFi / 9-301",265980226,Casey,,Shinjuku Ku,35.69835,139.70638,Entire home/apt,9761,1,54,2020-03-31,5.19,1,88
35332967,[Shinjuku]Brand new total 2nd floors  ★ 1min sta ★,254794184,Aoi,,Shinjuku Ku,35.71646,139.68837,Entire home/apt,37970,2,1,2020-02-21,0.44,11,98
35335624,Monthly apartment♪Easy access to anywhere in Tokyo,46680220,Yumiko,,Itabashi Ku,35.75089,139.71759,Entire home/apt,11799,30,2,2020-03-16,0.48,2,91
35338045,【OASIS in Tokyo♪】Private room in Toshimaen,56566876,Lai,,Nerima Ku,35.74355,139.64913,Private room,5990,2,13,2020-02-11,1.24,6,179
35339109,《花苑》距離新宿4分鐘/起价价格1-4人/三臥室最多可住8人/民宿6分鐘可達中野地铁站/管家会中文,266040648,凤玲,,Nakano Ku,35.70786,139.66937,Entire home/apt,20964,1,5,2020-01-02,0.49,1,84
35350859,Shibuya&Ebisu|JR Yamanote 10min|50m2|WIFI|Max5|301,57601405,Lui,,Shibuya Ku,35.65257,139.70924,Entire home/apt,16947,1,28,2020-04-26,2.58,7,66
35350983,KoKoTamaya Private Room for 3,188273642,Guesthouse KOKOTAMAYA,,Kunitachi Shi,35.67992,139.44897,Private room,3957,1,7,2020-02-04,0.73,3,31
35352726,Only 1 min from Sensoji !All new and private !!,265908299,Masahiro,,Taito Ku,35.71395,139.79339,Private room,8474,1,27,2020-02-10,2.49,3,156
35356622,Shinjuku Simple Private Double Bedroom/Free WiFi,266194538,Bonita,,Shinjuku Ku,35.70112,139.69776,Entire home/apt,7401,1,51,2020-03-13,4.71,7,101
35357957,"Hotel Takao Asile 201, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61688,139.25928,Entire home/apt,900047,1,0,,,79,243
35358143,Direct Acc Asakusa/Akihabara/Tokyo/5mins sta#201,218499353,Lina,,Arakawa Ku,35.73242,139.7956,Entire home/apt,8984,2,20,2020-02-15,2.05,8,64
35359828,"Hotel Takao Asile 202, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61456,139.25925,Entire home/apt,900047,1,0,,,79,243
35360066,"Hotel Takao Asile 203, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61303,139.25797,Entire home/apt,900047,1,0,,,79,242
35360201,Higashi Mukojima/Asakusa /Skytree/3BDR House/Wi-Fi,266215441,Kimiaki,,Sumida Ku,35.72236,139.81973,Entire home/apt,7616,1,23,2020-02-09,2.27,1,105
35360215,"Hotel Takao Asile 205, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61351,139.25925,Entire home/apt,900047,1,0,,,79,243
35360343,"Hotel Takao Asile 206, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61401,139.25784,Entire home/apt,900047,1,1,2020-02-22,0.44,79,243
35360469,"Hotel Takao Asile 208, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61261,139.2586,Entire home/apt,900047,1,0,,,79,243
35360628,"Hotel Takao Asile 211, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61291,139.25923,Entire home/apt,900047,1,0,,,79,0
35360767,"Hotel Takao Asile 212, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61281,139.25847,Entire home/apt,900047,1,0,,,79,242
35360889,"Hotel Takao Asile 207, with private outdoor Onsen",73463626,Hara,,Hachioji Shi,35.61265,139.25921,Entire home/apt,900047,1,0,,,79,243
35361174,"Hotel Takao Asile 210, with private outdoor Onsen",73463626,Hara,,Hachioji Shi,35.61344,139.25999,Entire home/apt,900047,1,0,,,79,243
35366397,"距离车站步行5分钟左右,近浅草寺､雷门､天空树等景区,合住公寓Bed1",265771053,美惠,,Sumida Ku,35.73772,139.8214,Shared room,3540,1,2,2019-08-12,0.21,5,0
35382154,新宿御苑&地铁站徒歩2分种 / 免费wifi / 独立舒适公寓,245093519,華,,Shinjuku Ku,35.68819,139.71544,Entire home/apt,12013,1,23,2019-12-19,2.14,2,118
